uuid,itemId,name,typeLine,frameType,calculated,inventoryId,elder,shaper,blighted,icon,ilvl,tier,corrupted,links,sockets,quality,level,stackSize,totalStacksize,variant,tab,total,max,mean,mode,min,median,detailsUrl,baseType,count,sparkLine
"dcddc563-6ead-4a1f-babc-48ac07f86838","86ce2534056e1bc1858cf7747239a639fccbbe68b7c3c1370e8f6232a04ee7b6","The Forsaken","The Forsaken",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,93,7,"",[object Object],93,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-forsaken",undefined,99,[object Object]
"187970c9-2c5f-4ca6-9b1e-7b8cf0516b77","a634746a402c53cd5b00084bf61508758d0c74765e1c308091a6c5cfa8214b9a","The Poet","The Poet",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,72,9,"",[object Object],72,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-poet",undefined,99,[object Object]
"018ab071-18ec-4fcf-9c09-2222510c5835","890048db8786a8b976d135a5a03dbd858eaf838308a0af24117654b952d3eac8","Harmony of Souls","Harmony of Souls",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,15,9,"",[object Object],15,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/harmony-of-souls",undefined,99,[object Object]
"43345039-0309-442e-b2d3-b6c5a023f20f","fa6ccc2659fcf0b0233c45399b7661bd9839cefccb95f6f81524a15a91a0208e","Volatile Power","Volatile Power",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,183,9,"",[object Object],183,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/volatile-power",undefined,99,[object Object]
"11ff19a1-fa3b-4f41-aebd-fb638a146bdb","7c61a59378b4939c795141ceb13f1a81f42260c1f34ee19f56e83464f4b18f15","Divine Justice","Divine Justice",6,2,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,21,0,"",[object Object],42,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/divine-justice",undefined,99,[object Object]
"254a165a-6f49-4269-9e85-7815e9504e85","98a74ebfa6f013898ad4bf80160dd37a26832e6f545dc2c85ee5003596a4c474","The Professor","The Professor",6,3,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,28,4,"",[object Object],84,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-professor",undefined,99,[object Object]
"3e0606f2-1891-4c4f-a88b-45a379599ba3","0e4bc5fd68b62c1f07f2b1f4c3c40e7c0354229c6add1a6ae34f10c1df83f025","The Eternal War","The Eternal War",6,10,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,5,4,"",[object Object],50,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-eternal-war",undefined,99,[object Object]
"4bf4b8b0-6550-4bad-9c8e-ba19b9e491f5","2fcd09a98e8b2c2764f104d751b26c5fec9cd27add84c1fb7e3abc9a39540228","The Inventor","The Inventor",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,175,6,"",[object Object],175,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-inventor",undefined,99,[object Object]
"4d583cf4-8e7d-455d-aebe-23e4ef7f99ee","736656a49cfe41cb6726b9d763f6fffd9b1cfe04c79a29d80eea2e44a29035d2","The Life Thief","The Life Thief",6,2,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,10,6,"",[object Object],20,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-life-thief",undefined,99,[object Object]
"14b1610d-f671-478c-9f13-9642761f21b8","b3f131e40a4cb29cd5667340609a5b596ede49d0b668cfceef5034ef3cfec680","Turn the Other Cheek","Turn the Other Cheek",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,240,3,"",[object Object],240,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/turn-the-other-cheek",undefined,99,[object Object]
"e448f8a7-5e89-405b-b6a1-97215cfea34b","4b70c074e6ffd558ce6105c4cfbb708873edd3b348dfdac49a141d955235b3a6","The Penitent","The Penitent",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,173,5,"",[object Object],173,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-penitent",undefined,99,[object Object]
"fc22dc91-3362-49bd-a39c-fdbc1fa3a16b","04ad7e7b60d95bb89623e1dd365738a3fde45cd9c9901a9ff9fa93ed35ae84b3","The Strategist","The Strategist",6,43,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,3,6,"",[object Object],129,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-strategist",undefined,99,[object Object]
"ca7b0bc0-ca37-4c11-92de-41ae9c56d024","067f9672ff8d783eac0b8db049ebbff713c1b31d9751733d5597973dd3b6f1b6","The Beast","The Beast",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,76,6,"",[object Object],76,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-beast",undefined,99,[object Object]
"8153968f-ddfc-4a0f-a8c2-042ec497fbe0","af8708a258f554efafb48a51fc9e31d9ebcfc018e167feb97869f10417f5c946","Dying Anguish","Dying Anguish",6,2,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,67,8,"",[object Object],134,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/dying-anguish",undefined,99,[object Object]
"b93a1906-848e-4645-96f3-41962845d8a3","7532f4bae3932a6aed887cc2cc77f113f07fb0512076ed5f32cbd5d937b55ce6","The Bitter Blossom","The Bitter Blossom",6,7,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,12,3,"",[object Object],84,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-bitter-blossom",undefined,99,[object Object]
"a485df9e-3aab-4881-b0fa-00788aaf8224","5aa60eef1ca375b71e22e3a0a813bc1e969697587b3466ffb5b9533f16d8e045","The Lunaris Priestess","The Lunaris Priestess",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,226,5,"",[object Object],226,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-lunaris-priestess",undefined,99,[object Object]
"005db6c8-5d29-4456-8802-9449d2a214b6","cbccc1fbdb1ed659e5ca7d59a2cea5971ecb3b492bc88e16f1fc2ebc2e370fb7","Forbidden Power","Forbidden Power",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,88,4,"",[object Object],88,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/forbidden-power",undefined,99,[object Object]
"3668873a-e741-4e2b-a7ea-b060c75f0ddd","7aa03184e8f4292c99d3e7ae559949831b7fdc32799ead464deb793dfac3dac4","The Messenger","The Messenger",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,58,4,"",[object Object],58,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-messenger",undefined,99,[object Object]
"80979441-7d1a-45f7-93ab-fa09c517d3e5","20fdd58c9da5783edf05692ee609b3b30c2bac48ec2d3e6a2e9a1f6646f08ad3","Choking Guilt","Choking Guilt",6,255.02,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,2,6,"",[object Object],510.04,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/choking-guilt",undefined,88,[object Object]
"df5e46df-5b80-4fd1-b505-aab49421450f","d244f2c70dea1c311571ef20382b3635b980478e7547084614cc97b6484cb257","The Dreamer","The Dreamer",6,3,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,14,6,"",[object Object],42,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-dreamer",undefined,99,[object Object]
"65f11698-4658-4ea7-bd6b-3d0f04f84f48","27cac8705facfafdf90ceadf612d724a7481155062555d47b1d159211828d5e5","The Last One Standing","The Last One Standing",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,52,10,"",[object Object],52,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-last-one-standing",undefined,99,[object Object]
"dc22f69c-5e59-4791-a621-8b51b32c2069","6a1b96f3693bcbe813c8094ef28d3118ebb8940465dafc693208faad456eb4b1","The Feast","The Feast",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,101,5,"",[object Object],101,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-feast",undefined,99,[object Object]
"8a9a502c-339e-4c40-9f7e-702afcd345cc","f8a25c6b1199a0bf38db2468d94d0d3329947b184a56843a064091b62ae90970","The Gambler","The Gambler",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,157,5,"",[object Object],157,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-gambler",undefined,99,[object Object]
"f664d1b5-b0b4-40a2-a5d2-ab3d6cca8a7d","d77017288589c1836e082439362d31854d78d6a2f0721766d929ffa575063dc5","The Conduit","The Conduit",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,41,9,"",[object Object],41,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-conduit",undefined,99,[object Object]
"7144cccb-572e-467b-858a-f5e800a7962f","7a5a80ab90adf96e5120c3c9caf8ab2f3041b5424c534ccca0ea66edf65940d9","Misery in Darkness","Misery in Darkness",6,2,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,12,6,"",[object Object],24,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/misery-in-darkness",undefined,99,[object Object]
"596aef68-9099-4574-ae8e-01fab0b26532","fbd9fc13bbc4c99ba82d4a9e556718cb536bf784eb27d7dc6823bf336fe25043","The Sun","The Sun",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,286,7,"",[object Object],286,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-sun",undefined,99,[object Object]
"34f27d48-2079-4908-8615-30ea59e5b074","1df62576225770c379004c7beeb6f523563e98139a9d326580c6349f018dbe27","Baited Expectations","Baited Expectations",6,1.99,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,26,8,"",[object Object],51.74,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/baited-expectations",undefined,99,[object Object]
"a4729e3f-d4df-48ac-a699-8544a9652666","8d8be344513e4fff22fb2d4e929210f2c6e994c5ad939052121ef9db19490c44","Unrequited Love","Unrequited Love",6,4729.95,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,2,16,"",[object Object],9459.9,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/unrequited-love",undefined,49,[object Object]
"230b56cd-915f-4487-90c1-94b376774abe","bd066e2510ddf950d6fcabd242446f1f4c57238711a6c982fc0301532b2333c4","The Gulf","The Gulf",6,24.94,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,5,5,"",[object Object],124.7,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-gulf",undefined,99,[object Object]
"fdd9be3d-58e1-4d26-902c-400cb3ac0383","412dc0cc15a3e28f2002a9510dd3dc7518fb13a9148d85b598a11ee5e1c6db3f","The Scarred Meadow","The Scarred Meadow",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,377,9,"",[object Object],377,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-scarred-meadow",undefined,99,[object Object]
"8727eb0f-d68e-40ad-b983-a15cba1ba7d8","edcdedf239c39e08aa839909ca65984da28756a2ec11668aa61a676cfe8a4f17","The Sigil","The Sigil",6,1,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,210,3,"",[object Object],210,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-sigil",undefined,99,[object Object]
"8492bc4b-f376-4058-b275-a241216b64e2","12287da6423f37dfe3619d83084cb29893e8b12825909e25eed0b57fff305caf","The Offering","The Offering",6,4,"Stash1",FALSE,FALSE,FALSE,"https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvRGl2aW5hdGlvbi9JbnZlbnRvcnlJY29uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/f34bf8cbb5/InventoryIcon.png",0,0,FALSE,0,0,0,0,35,8,"",[object Object],140,0,0,0,0,0,"https://poe.ninja/challenge/divination-cards/the-offering",undefined,99,[object Object]
